livingSpaceRange,livingSpace,noRoomsRange,noRooms,yearConstructedRange,yearConstructed,regio1_numeric,big_city,totalRent
4,88.0,3,3.0,3.0,1972.0,13,0,1150.0
3,64.0,3,3.0,1.0,1865.0,15,1,1126.0
4,100.0,3,3.0,1.0,1920.0,4,1,840.0
1,30.0,1,1.0,9.0,2018.0,14,1,1100.0
2,47.0,1,1.0,4.0,1986.0,14,0,1195.0
2,41.19,2,2.0,2.0,1963.0,1,0,336.0
3,69.53,2,2.0,1.0,1900.0,15,1,938.66
2,53.58,2,2.0,2.0,1958.0,4,1,558.64
3,71.35,3,3.0,2.0,1969.0,7,0,520.0
3,67.0,3,3.0,9.0,2016.0,15,1,1138.0
3,72.0,2,2.0,1.0,1918.0,13,1,880.0
2,55.0,2,2.0,1.0,1935.0,4,0,404.85
4,89.04,4,4.0,2.0,1966.0,8,1,739.5
2,47.01,2,2.0,2.0,1965.0,1,0,383.0
5,119.0,3,3.0,9.0,2018.0,8,0,1430.0
2,50.56,2,2.0,9.0,2016.0,13,1,1050.0
5,101.38,4,4.0,9.0,2018.0,4,1,1290.0
4,84.44,3,3.0,1.0,1903.0,4,1,500.0
3,74.1,3,3.0,1.0,1879.0,4,0,600.0
4,90.0,3,3.0,2.0,1956.0,8,1,1637.0
4,90.0,3,3.0,5.0,1995.0,8,0,890.0
4,100.44,5,5.0,5.0,1995.0,8,0,796.53
2,44.85,2,2.0,1.0,1930.0,4,1,363.0
1,28.0,1,1.0,2.0,1963.0,8,1,585.0
4,100.0,2,2.5,1.0,1910.0,8,1,800.0
3,66.1,3,3.0,1.0,1935.0,4,0,532.5
3,65.7,3,3.5,2.0,1960.0,4,0,491.64
2,53.0,2,2.0,2.0,1955.0,8,0,385.4
2,47.34,2,2.0,2.0,1963.0,1,0,382.0
2,48.0,2,2.0,1.0,1950.0,8,1,530.0
2,51.0,2,2.0,5.0,1993.0,8,1,519.0
4,94.0,2,2.0,2.0,1956.0,12,1,1840.0
3,70.0,2,2.0,4.0,1983.0,7,1,945.0
3,70.0,2,2.5,2.0,1965.0,7,0,600.0
3,70.0,3,3.0,4.0,1986.0,13,1,1100.0
2,54.5,3,3.0,2.0,1954.0,8,1,560.0
7,184.0,5,7.0,2.0,1962.0,8,1,1530.0
1,26.5,1,1.0,4.0,1990.0,8,1,330.0
4,97.0,3,3.0,9.0,2019.0,7,1,810.0
3,65.5,2,2.0,9.0,2019.0,7,1,825.0
2,59.71,2,2.0,3.0,1977.0,8,1,492.0
3,69.0,2,2.0,5.0,1998.0,3,0,750.0
3,63.0,2,2.0,9.0,2018.0,15,1,1242.0
2,60.0,2,2.0,6.0,2002.0,4,1,370.0
4,91.0,3,3.0,3.0,1972.0,13,0,800.0
2,58.0,3,3.0,4.0,1984.0,4,0,400.0
4,83.0,2,2.5,3.0,1974.0,15,1,912.0
3,73.0,3,3.0,2.0,1961.0,8,0,640.0
3,62.57,2,2.0,8.0,2013.0,14,0,1080.0
1,30.55,1,1.0,8.0,2014.0,13,1,637.69
6,122.35,5,5.0,9.0,2018.0,4,1,1422.68
3,64.0,3,3.0,9.0,2019.0,8,0,724.0
4,87.0,3,3.0,4.0,1984.0,12,0,710.0
4,90.0,3,3.0,9.0,2018.0,8,0,1200.0
3,80.0,2,2.5,4.0,1990.0,8,0,930.0
3,69.06,3,3.0,3.0,1977.0,2,0,480.0
2,60.0,2,2.0,5.0,1996.0,4,1,405.0
2,47.99,2,2.0,2.0,1956.0,8,0,543.0
2,52.75,2,2.0,4.0,1990.0,2,0,316.49
4,86.0,3,3.0,7.0,2006.0,12,0,1450.0
5,102.16,3,3.0,1.0,1898.0,15,1,1519.45
3,72.4,3,3.0,1.0,1925.0,2,0,590.0
3,65.0,2,2.0,3.0,1973.0,13,1,1350.0
5,105.0,3,3.0,8.0,2014.0,14,0,1500.0
2,48.7,2,2.0,2.0,1964.0,4,1,390.0
3,75.32,2,2.0,1.0,1887.0,2,0,710.09
2,43.5,2,2.0,2.0,1957.0,4,0,338.0
2,41.0,1,1.0,1.0,1910.0,15,1,810.0
3,76.0,2,2.0,1.0,1910.0,13,0,990.0
3,61.44,3,3.0,2.0,1957.0,8,1,536.94
2,50.54,2,2.0,2.0,1968.0,4,1,440.0
3,62.93,3,3.0,3.0,1974.0,3,0,387.0
3,65.0,2,2.5,9.0,2017.0,10,0,860.0
4,93.5,3,3.0,5.0,1992.0,10,0,1170.0
2,50.0,2,2.0,2.0,1968.0,13,0,280.0
1,31.0,1,1.0,3.0,1978.0,3,0,271.8
4,82.0,3,3.0,2.0,1962.0,14,0,995.0
2,48.62,2,2.0,4.0,1981.0,4,0,350.06
1,27.84,1,1.0,1.0,1900.0,5,0,275.0
2,45.76,2,2.0,4.0,1987.0,15,1,492.08
2,54.0,2,2.0,1.0,1934.0,5,0,410.0
2,52.46,3,3.0,1.0,1920.0,2,1,480.0
5,113.47,4,4.0,1.0,1875.0,4,1,1293.56
3,80.0,2,2.0,9.0,2018.0,13,0,1000.0
3,64.0,2,2.0,1.0,1926.0,4,1,430.0
2,58.11,3,3.0,3.0,1975.0,7,0,545.66
6,129.0,4,4.0,1.0,1897.0,15,1,1442.0
2,46.77,2,2.0,2.0,1968.0,4,1,328.0
3,63.9,2,2.0,5.0,1995.0,4,0,485.0
2,52.79,1,1.0,5.0,2000.0,8,1,595.0
2,59.23,2,2.0,2.0,1961.0,4,1,473.0
2,52.0,2,2.0,2.0,1966.0,2,0,420.0
1,36.1,1,1.0,4.0,1981.0,4,0,250.0
3,63.0,2,2.0,1.0,1900.0,15,1,986.13
2,42.0,1,1.0,2.0,1956.0,15,1,830.0
5,111.18,4,4.0,9.0,2017.0,9,1,1957.73
3,76.27,4,4.0,4.0,1981.0,5,0,585.0
1,35.0,2,2.0,1.0,1910.0,8,0,340.0
3,66.5,3,3.0,1.0,1930.0,1,0,493.0
6,133.0,4,4.0,1.0,1889.0,13,0,1350.0
3,62.0,2,2.5,8.0,2014.0,14,0,800.0
5,120.0,3,3.0,9.0,2018.0,15,1,3380.0
3,77.04,3,3.5,2.0,1960.0,8,1,587.0
6,135.8,2,2.0,6.0,2001.0,14,1,2670.0
4,92.0,2,2.0,7.0,2006.0,12,1,1910.0
4,83.0,2,2.0,6.0,2005.0,1,0,610.0
4,86.0,4,4.0,1.0,1910.0,8,1,750.0
4,100.8,4,4.0,9.0,2016.0,13,0,1170.0
4,88.47,4,4.0,2.0,1968.0,1,0,753.0
4,95.0,2,2.0,1.0,1939.0,8,1,1270.0
2,57.7,2,2.0,6.0,2004.0,11,1,900.0
3,74.0,3,3.0,9.0,2018.0,12,0,1200.0
3,66.7,3,3.0,1.0,1929.0,1,0,526.0
3,70.0,2,2.0,9.0,2017.0,13,1,1190.0
2,48.0,2,2.0,1.0,1902.0,4,0,365.0
3,75.73,3,3.0,5.0,1998.0,4,1,698.0
3,77.0,3,3.0,5.0,1996.0,4,1,911.4
3,66.3,2,2.5,2.0,1968.0,9,0,560.0
4,90.0,3,3.0,6.0,2004.0,8,0,800.0
2,43.44,2,2.0,2.0,1956.0,8,1,461.0
3,66.73,2,2.0,9.0,2018.0,11,0,1190.0
1,27.0,1,1.0,3.0,1975.0,14,1,750.0
3,69.0,3,3.0,1.0,1910.0,8,1,640.0
4,96.0,3,3.0,1.0,1900.0,4,0,625.0
3,71.5,3,3.0,5.0,1997.0,4,0,500.0
2,48.25,2,2.0,4.0,1988.0,4,1,331.48
2,51.05,2,2.0,1.0,1904.0,1,0,352.77
3,61.0,2,2.0,2.0,1969.0,16,1,1025.0
1,38.24,1,1.0,5.0,1995.0,4,1,359.46
3,78.94,3,3.0,1.0,1906.0,1,1,749.93
5,103.0,3,3.0,6.0,2002.0,8,0,1265.0
3,64.65,2,2.0,2.0,1955.0,5,0,622.55
6,130.0,5,5.0,1.0,1865.0,13,1,2225.0
2,53.0,2,2.0,1.0,1898.0,15,1,490.0
2,53.66,2,2.0,9.0,2019.0,10,0,859.0
3,61.49,2,2.0,1.0,1910.0,15,1,985.0
3,62.0,3,3.0,2.0,1958.0,4,0,480.0
5,102.0,4,4.0,9.0,2019.0,12,0,1760.0
2,46.37,2,2.0,1.0,1928.0,1,1,395.0
3,69.6,2,2.0,9.0,2018.0,16,1,1474.0
2,45.5,2,2.0,1.0,1930.0,14,1,467.58
3,70.2,3,3.0,1.0,1910.0,4,1,505.0
2,56.25,3,3.0,4.0,1985.0,1,0,428.0
6,121.37,4,4.0,4.0,1990.0,4,0,1128.73
1,28.0,1,1.0,3.0,1975.0,8,1,555.2
3,78.5,3,3.0,1.0,1900.0,4,1,945.0
3,70.0,2,2.0,5.0,1999.0,14,1,2500.0
2,49.0,2,2.0,2.0,1960.0,8,1,422.7
2,50.0,2,2.0,1.0,1900.0,8,1,710.0
2,54.95,2,2.5,1.0,1927.0,8,1,473.0
3,72.2,3,3.0,2.0,1970.0,8,0,823.08
5,114.0,4,4.5,8.0,2013.0,11,1,2477.0
2,59.4,2,2.0,1.0,1800.0,3,0,506.1
5,120.0,4,4.0,1.0,1914.0,14,1,2850.0
1,31.5,2,2.0,5.0,1999.0,4,0,240.9
3,62.0,2,2.0,5.0,1998.0,14,0,1050.0
3,75.0,2,2.0,4.0,1986.0,15,1,895.0
2,41.0,1,1.0,4.0,1988.0,5,0,400.0
4,82.0,4,4.0,2.0,1963.0,8,0,723.0
3,80.0,3,3.0,1.0,1950.0,14,1,1395.0
2,55.7,3,3.0,1.0,1927.0,4,0,403.0
4,93.03,3,3.0,1.0,1890.0,15,1,978.0
4,97.0,4,4.0,3.0,1971.0,12,0,840.0
2,45.0,2,2.0,1.0,1890.0,8,1,475.0
4,100.79,4,4.0,9.0,2016.0,12,0,1440.0
5,101.0,4,4.0,5.0,1993.0,12,0,1040.0
3,73.5,3,3.0,6.0,2003.0,4,1,550.0
3,75.0,2,2.0,4.0,1986.0,8,1,749.0
1,35.61,2,2.0,5.0,1997.0,1,0,281.32
2,54.0,2,2.0,1.0,1880.0,4,0,357.0
1,27.2,1,1.0,2.0,1969.0,1,0,330.0
1,25.1,1,1.0,9.0,2018.0,15,1,678.0
2,41.25,2,2.0,9.0,2018.0,15,1,499.0
4,82.0,3,3.5,3.0,1975.0,8,0,725.0
3,73.24,2,2.0,2.0,1959.0,5,0,545.64
2,43.0,2,2.0,9.0,2018.0,5,0,710.0
3,74.0,3,3.0,1.0,1920.0,4,0,485.0
4,81.79,4,4.0,2.0,1957.0,8,1,552.47
5,101.06,4,4.0,9.0,2019.0,4,1,1360.0
4,83.14,3,3.0,8.0,2014.0,15,1,1280.0
3,67.66,3,3.0,2.0,1967.0,8,1,715.24
3,74.23,3,3.0,5.0,1996.0,4,0,696.0
2,42.0,1,1.0,2.0,1953.0,14,1,565.0
4,93.0,3,3.0,3.0,1976.0,11,0,1200.0
3,70.0,2,2.0,1.0,1850.0,7,1,1105.0
4,92.0,4,4.0,3.0,1973.0,8,1,1047.0
3,67.8,4,4.0,2.0,1958.0,1,0,506.0
3,67.0,2,2.5,3.0,1977.0,12,1,1050.0
4,89.24,4,4.5,2.0,1958.0,10,0,620.0
3,71.0,2,2.5,2.0,1965.0,8,1,425.0
3,68.0,3,3.0,2.0,1965.0,12,0,1230.0
7,152.0,3,3.0,6.0,2002.0,13,1,2620.0
2,57.51,3,3.0,3.0,1971.0,1,0,365.0
2,48.22,1,1.5,9.0,2019.0,4,1,636.51
4,90.0,4,4.0,2.0,1968.0,14,0,780.0
2,49.01,2,2.0,2.0,1970.0,4,0,370.0
2,59.56,2,2.0,5.0,1995.0,2,0,397.0
5,107.5,4,4.0,1.0,1905.0,4,1,1064.26
4,82.2,3,3.0,4.0,1989.0,1,1,912.1
6,144.0,4,4.0,3.0,1977.0,8,1,1715.0
2,41.0,2,2.0,4.0,1989.0,4,1,277.0
3,72.0,3,3.0,2.0,1960.0,7,1,694.5
3,73.0,3,3.0,2.0,1960.0,8,1,640.0
5,105.0,3,3.0,9.0,2018.0,7,0,1085.0
4,90.0,3,3.0,1.0,1907.0,8,0,800.0
1,25.0,1,1.0,2.0,1958.0,8,1,630.0
2,49.59,2,2.0,5.0,1996.0,1,1,470.0
1,22.91,1,1.0,9.0,2017.0,14,1,528.0
2,50.58,1,1.0,1.0,1906.0,4,0,458.77
4,81.0,3,3.5,2.0,1964.0,8,1,646.0
3,63.0,2,2.0,1.0,1910.0,4,1,375.0
1,20.0,1,1.0,3.0,1972.0,8,1,330.0
2,54.97,2,2.0,5.0,1994.0,4,0,480.0
4,85.0,3,3.0,3.0,1973.0,8,1,900.0
2,60.45,3,3.0,3.0,1971.0,2,0,447.34
4,100.0,3,3.0,4.0,1981.0,11,1,1080.0
2,50.41,2,2.0,3.0,1972.0,11,0,554.51
2,59.43,2,2.0,1.0,1850.0,4,0,463.0
1,20.0,1,1.0,8.0,2015.0,7,1,584.0
4,92.0,5,5.0,5.0,1995.0,8,1,690.0
2,60.76,2,2.0,1.0,1905.0,15,1,1234.0
1,40.47,1,1.0,2.0,1952.0,8,1,489.0
4,97.91,4,4.0,5.0,1994.0,8,0,1088.0
2,42.76,2,2.0,1.0,1939.0,15,1,549.68
3,67.0,3,3.0,1.0,1900.0,4,1,650.0
3,75.0,3,3.0,9.0,2018.0,15,1,1086.0
3,74.59,3,3.0,2.0,1967.0,8,0,794.2
4,90.21,3,3.0,9.0,2020.0,15,1,1709.33
4,87.0,3,3.5,8.0,2013.0,13,0,1050.0
5,120.0,4,4.0,5.0,1995.0,7,0,1030.0
1,40.3,1,1.5,1.0,1930.0,4,1,307.0
7,189.0,5,6.0,2.0,1966.0,8,1,2000.0
3,62.97,2,2.0,1.0,1910.0,4,1,515.0
7,280.0,1,1.0,9.0,2016.0,12,0,630.0
6,130.5,4,4.0,9.0,2019.0,5,1,2461.0
5,120.0,4,4.0,1.0,1920.0,12,0,970.0
3,72.16,3,3.0,1.0,1935.0,4,1,679.0
5,110.0,3,3.0,2.0,1954.0,8,1,1480.0
3,69.0,2,2.0,9.0,2017.0,7,0,985.0
2,56.94,2,2.0,3.0,1974.0,2,0,415.66
3,63.0,2,2.0,1.0,1898.0,4,0,470.0
2,55.0,2,2.0,1.0,1950.0,8,0,340.0
3,77.3,3,3.0,1.0,1900.0,4,1,854.0
4,88.0,4,4.0,1.0,1922.0,8,0,525.0
2,56.5,2,2.5,2.0,1955.0,8,1,459.0
4,82.0,3,3.0,1.0,1900.0,4,0,600.0
2,47.56,2,2.0,2.0,1962.0,10,0,430.0
2,47.0,2,2.0,1.0,1906.0,4,0,330.0
3,70.27,3,3.0,2.0,1954.0,10,0,600.0
1,40.0,1,1.0,2.0,1970.0,12,0,950.0
2,47.0,2,2.0,2.0,1955.0,8,1,700.0
3,80.29,2,2.0,4.0,1984.0,8,1,830.0
5,120.0,3,3.0,8.0,2015.0,13,0,1700.0
3,70.0,2,2.0,7.0,2008.0,14,0,850.0
4,92.0,3,3.0,2.0,1960.0,12,0,1242.0
2,59.0,2,2.0,2.0,1962.0,7,0,490.5
3,66.12,2,2.0,1.0,1920.0,1,1,520.0
3,72.0,2,2.0,5.0,1993.0,13,0,1000.0
2,55.61,2,2.0,1.0,1904.0,4,1,421.0
3,80.0,3,3.0,3.0,1975.0,8,1,715.2
3,75.0,2,2.0,7.0,2009.0,3,0,947.5
2,54.0,2,2.0,4.0,1988.0,8,0,465.14
3,74.0,3,3.0,3.0,1974.0,8,1,607.7
2,60.0,3,3.0,4.0,1984.0,3,0,413.0
2,41.7,2,2.0,1.0,1929.0,4,1,338.0
3,70.0,2,2.0,5.0,1992.0,16,1,815.5
1,32.0,1,1.0,2.0,1956.0,8,1,749.0
3,62.97,3,3.0,1.0,1911.0,4,1,669.0
1,40.0,1,1.5,3.0,1975.0,13,0,780.0
3,79.78,4,4.0,5.0,1998.0,9,0,686.0
3,80.0,3,3.0,2.0,1961.0,7,0,695.0
1,21.6,1,1.0,9.0,2017.0,14,1,450.0
3,63.0,3,3.0,5.0,1997.0,11,1,850.0
7,200.0,2,2.0,7.0,2007.0,8,1,3250.0
5,103.65,4,4.0,1.0,1905.0,4,1,800.0
4,90.21,2,2.0,4.0,1981.0,4,1,730.0
5,119.5,3,3.0,4.0,1990.0,14,0,1120.0
1,21.6,1,1.0,5.0,1995.0,4,1,339.0
5,120.0,3,3.0,1.0,1850.0,16,1,3000.0
3,61.22,3,3.0,4.0,1988.0,4,1,459.15
1,34.68,2,2.0,2.0,1969.0,7,0,435.0
2,56.85,3,3.0,3.0,1977.0,4,0,374.0
5,116.0,2,2.0,7.0,2007.0,15,1,2120.0
2,45.4,1,1.0,5.0,1996.0,2,0,258.12
3,67.12,2,2.5,5.0,1998.0,8,1,650.0
4,89.13,3,3.0,8.0,2014.0,5,1,1328.04
3,62.0,2,2.0,3.0,1974.0,8,1,663.0
3,70.0,3,3.0,1.0,1928.0,8,0,380.0
2,41.5,2,2.0,4.0,1983.0,4,0,271.0
4,91.7,3,3.0,8.0,2011.0,14,0,910.0
2,56.0,2,2.5,1.0,1950.0,8,1,380.0
3,77.0,3,3.0,5.0,1993.0,13,0,710.0
3,68.0,3,3.0,1.0,1910.0,4,1,465.0
2,55.0,2,2.0,1.0,1900.0,4,0,399.0
2,49.0,2,2.0,1.0,1850.0,1,0,393.0
1,31.72,1,1.0,8.0,2011.0,12,1,514.0
3,79.0,2,2.5,2.0,1952.0,13,1,2000.0
1,38.0,1,1.0,1.0,1929.0,8,1,395.0
3,61.1,3,3.0,3.0,1971.0,5,0,530.0
2,60.1,3,3.0,2.0,1963.0,4,0,413.6
4,87.12,1,1.5,6.0,2003.0,13,1,1917.0
5,118.0,3,3.0,1.0,1911.0,8,0,890.0
3,64.52,3,3.0,1.0,1939.0,1,1,575.52
3,62.0,2,2.0,9.0,2017.0,15,1,892.8
5,116.81,4,4.0,9.0,2019.0,15,1,1995.0
2,58.78,2,2.0,5.0,1997.0,8,0,735.0
5,106.64,4,4.0,9.0,2019.0,16,1,1915.0
2,60.26,3,3.0,1.0,1940.0,7,0,460.39
5,119.0,3,3.0,9.0,2018.0,8,0,1768.0
3,64.27,2,2.0,5.0,1992.0,15,1,799.53
4,87.0,3,3.0,1.0,1910.0,4,1,640.0
6,133.0,3,3.0,9.0,2019.0,8,1,2750.0
3,68.0,2,2.0,5.0,1995.0,4,0,520.0
3,80.0,3,3.0,1.0,1900.0,4,1,560.0
3,65.22,2,2.0,1.0,1909.0,4,1,487.0
2,45.0,1,1.0,3.0,1975.0,8,1,703.52
3,68.0,2,2.0,1.0,1878.0,1,1,616.0
3,69.66,2,2.5,9.0,2019.0,8,1,1116.0
5,104.0,4,4.0,1.0,1890.0,8,0,890.0
2,43.75,2,2.0,1.0,1931.0,1,0,392.0
2,52.02,2,2.0,2.0,1965.0,7,0,340.0
5,108.78,3,3.5,8.0,2014.0,16,1,1950.91
2,55.85,2,2.0,9.0,2019.0,15,1,1139.3
4,81.0,2,2.5,1.0,1930.0,1,1,661.0
2,48.0,2,2.0,3.0,1974.0,2,0,368.0
2,45.0,2,2.0,1.0,1900.0,3,1,567.0
2,54.08,2,2.0,4.0,1982.0,8,1,323.9
3,63.0,3,3.0,2.0,1954.0,4,1,435.0
3,68.25,3,3.0,4.0,1987.0,4,0,462.0
3,70.0,3,3.0,1.0,1900.0,1,0,470.0
5,120.0,5,5.0,1.0,1920.0,8,0,690.0
2,45.28,2,2.0,2.0,1969.0,1,1,350.0
4,94.0,3,3.0,9.0,2018.0,4,1,1156.2
6,125.0,3,3.0,4.0,1984.0,14,0,975.0
4,85.0,2,2.0,9.0,2018.0,11,0,870.0
3,64.68,2,2.0,5.0,1992.0,1,0,567.0
3,68.0,2,2.0,4.0,1990.0,7,0,480.0
3,61.49,2,2.0,5.0,1998.0,5,0,554.0
2,60.45,3,3.0,2.0,1967.0,3,0,432.24
1,23.0,1,1.0,1.0,1900.0,13,1,710.0
5,120.0,3,3.0,8.0,2013.0,8,0,1190.0
1,32.0,1,1.0,3.0,1977.0,2,0,310.0
3,70.0,2,2.0,4.0,1988.0,8,0,690.0
2,59.39,3,3.0,2.0,1970.0,1,1,450.77
3,68.28,4,4.0,3.0,1978.0,4,0,456.0
2,55.0,2,2.0,2.0,1951.0,14,0,400.0
2,54.0,4,4.0,2.0,1952.0,8,1,580.0
4,84.0,2,2.0,5.0,2000.0,8,1,1186.0
4,81.0,3,3.0,2.0,1970.0,8,1,1040.0
3,73.0,3,3.0,3.0,1973.0,11,0,665.0
3,74.5,3,3.0,1.0,1920.0,8,0,735.0
4,90.0,3,3.5,2.0,1952.0,8,1,575.0
5,107.42,3,3.0,7.0,2009.0,8,1,1754.0
4,100.0,3,3.0,3.0,1976.0,13,0,1050.0
2,55.0,2,2.0,1.0,1900.0,1,0,396.0
2,57.0,1,1.0,4.0,1982.0,12,0,587.1
5,114.72,5,6.0,4.0,1988.0,1,0,905.0
2,59.19,3,3.5,2.0,1955.0,8,1,650.0
6,138.03,4,4.5,1.0,1900.0,4,1,1532.06
6,124.5,3,3.0,5.0,1995.0,8,1,1580.0
3,73.0,2,2.0,3.0,1975.0,8,0,600.0
3,62.0,2,2.5,4.0,1984.0,4,1,620.0
2,47.37,2,2.0,3.0,1978.0,1,0,416.0
4,100.0,3,3.0,2.0,1961.0,10,0,1150.0
3,68.24,2,2.0,9.0,2018.0,11,1,1004.95
3,63.0,2,2.0,5.0,1996.0,8,1,700.0
1,30.0,1,1.0,1.0,1919.0,13,1,620.0
3,75.0,3,3.0,9.0,2018.0,8,0,860.0
2,49.48,2,2.0,1.0,1930.0,4,1,484.0
4,82.0,3,3.0,8.0,2014.0,11,0,860.0
2,47.48,2,2.0,3.0,1978.0,4,1,470.0
2,59.16,2,2.0,9.0,2018.0,8,1,700.0
3,64.16,2,2.0,5.0,1996.0,4,1,866.0
2,44.26,2,2.0,3.0,1977.0,2,0,319.5
4,92.48,3,3.0,5.0,1995.0,15,1,1105.0
1,35.0,1,1.0,1.0,1895.0,4,1,375.0
1,38.2,1,1.0,9.0,2017.0,14,1,605.0
6,127.94,4,4.0,9.0,2018.0,4,1,1795.47
2,60.0,2,2.0,3.0,1975.0,8,0,770.0
5,120.0,5,5.0,7.0,2009.0,14,0,1500.0
3,67.28,3,3.0,1.0,1936.0,4,1,670.0
3,62.13,2,2.0,1.0,1930.0,10,0,540.0
2,46.28,2,2.0,2.0,1963.0,15,1,831.38
4,100.12,5,5.0,4.0,1985.0,1,0,801.0
3,67.0,2,2.0,8.0,2015.0,14,0,1050.0
4,81.4,3,3.0,4.0,1982.0,7,0,550.0
1,31.0,1,1.0,1.0,1920.0,8,1,520.0
4,95.0,3,3.0,9.0,2018.0,8,0,1286.0
6,126.87,4,4.5,9.0,2019.0,4,1,1459.0
4,92.0,3,3.0,3.0,1979.0,14,0,820.0
2,60.81,3,3.0,3.0,1980.0,2,0,400.11
4,85.0,4,4.0,1.0,1900.0,5,0,875.0
3,61.6,3,3.0,4.0,1989.0,3,0,440.0
2,52.64,1,1.5,1.0,1924.0,1,0,473.0
2,50.2,2,2.0,1.0,1890.0,4,0,400.0
6,131.0,4,4.0,4.0,1990.0,15,1,1830.0
5,119.0,4,4.0,1.0,1900.0,8,1,930.0
3,75.21,2,2.0,9.0,2018.0,4,1,828.0
2,49.0,2,2.0,4.0,1989.0,1,0,298.9
4,90.0,3,3.0,9.0,2019.0,13,0,1180.0
2,58.02,3,3.0,2.0,1966.0,5,0,480.02
6,134.0,4,4.0,6.0,2002.0,12,0,1300.0
3,72.0,2,2.5,2.0,1967.0,10,0,830.0
4,95.0,3,3.0,9.0,2016.0,10,0,1055.0
3,67.22,3,3.0,2.0,1960.0,8,0,679.0
3,77.49,3,3.0,3.0,1979.0,7,0,765.0
2,50.0,2,2.0,1.0,1893.0,14,1,715.0
1,20.0,1,1.0,5.0,1994.0,11,1,210.0
3,62.44,3,3.0,4.0,1988.0,4,1,405.86
2,49.63,3,3.0,2.0,1956.0,7,1,630.2
3,61.42,2,2.0,9.0,2020.0,15,1,983.9
2,47.43,2,2.0,3.0,1976.0,4,1,384.19
2,53.7,2,2.0,9.0,2018.0,4,1,703.62
4,94.0,3,3.0,4.0,1990.0,8,1,1345.0
3,72.0,2,2.0,2.0,1956.0,14,1,795.0
3,77.0,3,3.5,3.0,1973.0,8,0,589.0
2,45.0,2,2.0,1.0,1938.0,8,1,370.0
5,105.0,3,3.0,2.0,1964.0,14,1,2170.0
3,70.0,3,3.0,2.0,1970.0,9,1,650.0
2,50.0,2,2.0,2.0,1966.0,4,0,440.0
3,66.51,2,2.0,7.0,2006.0,13,1,1630.0
3,67.0,2,2.0,5.0,1991.0,12,1,730.0
2,47.01,2,2.0,2.0,1965.0,1,0,380.0
2,49.0,2,2.0,3.0,1979.0,6,0,440.0
2,57.0,3,3.0,2.0,1965.0,2,0,530.4
3,68.4,2,2.0,2.0,1968.0,8,0,765.0
3,65.0,2,2.0,2.0,1970.0,8,1,575.0
4,84.1,3,3.0,9.0,2019.0,4,1,1371.93
2,51.2,2,2.0,2.0,1957.0,1,0,400.0
2,50.74,2,2.0,3.0,1976.0,1,0,363.0
2,47.21,2,2.0,2.0,1966.0,5,0,345.05
1,35.58,2,2.0,2.0,1953.0,8,1,365.5
4,95.0,3,3.0,9.0,2019.0,8,0,1235.0
2,57.0,2,2.0,2.0,1962.0,11,1,920.0
2,60.0,3,3.0,2.0,1965.0,8,0,615.0
2,54.0,2,2.0,5.0,1991.0,8,0,620.0
4,88.14,3,3.5,9.0,2019.0,12,0,1200.0
3,72.4,3,3.0,2.0,1960.0,7,1,980.0
5,102.0,4,4.0,3.0,1979.0,8,1,1470.0
2,51.95,2,2.0,2.0,1957.0,16,1,765.0
3,66.91,2,2.2,1.0,1940.0,14,0,665.57
3,72.2,2,2.5,5.0,1995.0,1,0,577.6
3,70.0,2,2.0,2.0,1957.0,8,1,470.0
3,80.0,3,3.0,5.0,1996.0,14,0,1000.0
3,68.39,3,3.0,2.0,1956.0,2,0,520.0
4,83.0,2,2.5,7.0,2008.0,8,0,960.0
2,47.47,2,2.0,3.0,1974.0,2,0,360.0
2,46.91,2,2.0,1.0,1935.0,4,1,555.0
4,81.81,2,2.0,9.0,2016.0,13,1,1444.0
1,36.74,1,1.0,9.0,2020.0,14,1,669.0
1,36.5,1,1.0,3.0,1980.0,4,0,338.0
5,107.76,3,3.0,9.0,2016.0,15,1,2139.54
3,63.0,2,2.0,1.0,1904.0,8,1,590.0
3,70.0,3,3.0,5.0,1996.0,12,0,780.0
2,54.0,2,2.0,4.0,1985.0,2,0,370.0
3,61.13,3,3.0,1.0,1938.0,4,0,469.0
3,75.0,3,3.0,2.0,1954.0,8,1,800.0
2,54.17,2,2.0,1.0,1914.0,1,1,430.65
7,172.44,4,4.5,1.0,1923.0,4,0,1330.0
3,72.07,4,4.0,3.0,1978.0,5,0,578.73
1,24.6,1,1.0,8.0,2012.0,3,0,350.0
4,96.78,3,3.0,5.0,1996.0,3,1,595.0
2,42.13,2,2.0,4.0,1984.0,5,0,337.0
2,48.0,2,2.0,1.0,1900.0,1,0,378.0
4,83.0,3,3.0,3.0,1977.0,8,1,750.0
2,59.9,3,3.0,2.0,1960.0,4,0,461.23
1,34.0,2,2.0,4.0,1984.0,14,0,664.0
4,96.69,3,3.0,5.0,2000.0,15,1,1775.0
2,52.53,2,2.0,1.0,1937.0,1,0,350.0
5,114.0,3,3.0,9.0,2019.0,14,1,5000.0
3,62.0,3,3.0,4.0,1984.0,12,0,600.0
3,70.0,2,2.5,4.0,1984.0,8,0,685.0
6,140.0,4,4.5,9.0,2018.0,13,1,2500.0
5,120.0,2,2.0,6.0,2002.0,8,1,2200.0
5,114.58,4,4.5,4.0,1990.0,12,0,1090.0
2,47.0,2,2.0,5.0,1999.0,3,0,510.0
