regio1,baseRent
12,480.0
12,480.0
12,480.0
12,480.0
12,480.0
12,480.0
12,480.0
12,480.0
12,480.0
12,480.0
12,480.0
12,480.0
12,480.0
12,480.0
12,482.0
12,484.5
12,485.0
12,485.0
12,485.0
12,485.0
12,485.0
12,485.0
12,485.0
12,485.0
12,485.0
12,485.0
12,485.0
12,485.0
12,485.0
12,486.0
12,487.2
12,489.82
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,490.0
12,491.11
12,492.0
12,495.0
12,495.0
12,495.0
12,495.0
12,495.0
12,495.0
12,495.0
12,495.0
12,495.0
12,495.0
12,495.0
12,495.0
12,495.0
12,495.0
12,495.0
12,495.0
12,495.0
12,495.0
12,495.0
12,495.0
12,495.0
12,495.0
12,495.0
12,495.0
12,499.0
12,499.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,500.0
12,501.0
12,501.0
12,501.05
12,505.0
12,505.0
12,505.0
12,506.27
12,507.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,510.0
12,511.14
12,512.0
12,513.0
12,515.0
12,515.0
12,515.0
12,516.0
12,519.47
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,520.0
12,521.13
12,522.0
12,522.0
12,524.0
12,524.0
12,525.0
12,525.0
12,525.0
12,525.0
12,525.0
12,525.0
12,525.0
12,525.0
12,525.0
12,525.0
12,525.0
12,525.0
12,525.0
12,525.0
12,525.0
12,525.0
12,525.0
12,526.0
12,527.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.0
12,530.18
12,531.96
12,535.0
12,535.0
12,535.0
12,535.0
12,535.0
12,535.0
12,535.0
12,535.13
12,535.98
12,538.0
12,538.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,540.0
12,542.0
12,544.5
12,545.0
12,545.0
12,545.0
12,545.0
12,545.0
12,545.0
12,545.0
12,545.0
12,545.0
12,545.0
12,545.0
12,545.0
12,546.0
12,547.0
12,547.04
12,548.0
12,549.0
12,549.0
12,549.0
12,549.3
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.0
12,550.41
12,555.0
12,555.0
12,555.0
12,555.0
12,555.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,560.0
12,563.0
12,564.0
12,564.42
12,565.0
12,565.0
12,565.0
12,565.0
12,565.0
12,565.0
12,565.0
12,565.0
12,565.0
12,566.0
12,568.0
12,569.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,570.0
12,571.0
12,571.2
12,575.0
12,575.0
12,575.0
12,575.0
12,575.0
12,575.0
12,575.0
12,575.0
12,575.0
12,575.0
12,575.0
12,575.0
12,575.0
12,575.0
12,575.3
12,578.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.0
12,580.22
12,581.25
12,581.32
12,582.0
12,582.6
12,584.0
12,584.73
12,585.0
12,585.0
12,585.0
12,585.0
12,585.0
12,585.0
12,585.0
12,585.0
12,585.0
12,585.0
12,585.0
12,585.0
12,585.0
12,586.0
12,586.42
12,588.0
12,588.0
12,588.56
12,589.05
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,590.0
12,592.0
12,593.0
12,593.2
12,595.0
12,595.0
12,595.0
12,595.0
12,595.0
12,595.0
12,595.0
12,595.0
12,595.0
12,595.0
12,595.0
12,595.0
12,595.0
12,595.0
12,595.0
12,598.0
12,598.0
12,599.0
12,599.0
12,599.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,600.0
12,601.0
12,601.0
12,603.0
12,605.0
12,605.0
12,605.0
12,607.0
12,607.0
12,607.5
12,609.0
12,610.0
12,610.0
12,610.0
12,610.0
12,610.0
12,610.0
12,610.0
12,610.0
12,610.0
12,610.0
12,610.0
12,610.0
12,610.0
12,610.0
12,610.0
12,610.0
12,610.0
12,610.0
12,610.0
12,610.0
12,610.0
12,610.0
12,610.0
12,610.0
12,610.0
12,610.0
12,610.0
12,610.0
12,610.0
12,610.0
12,610.0
12,612.0
12,612.7
12,615.0
12,615.0
12,615.0
12,615.0
12,615.0
12,615.0
12,615.0
12,615.0
12,615.0
12,615.0
12,615.0
12,615.0
12,616.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,620.0
12,621.0
12,622.64
12,622.8
12,623.0
12,624.0
12,625.0
12,625.0
12,625.0
12,625.0
12,625.0
12,625.0
12,625.0
12,625.0
12,625.0
12,625.0
12,625.0
12,625.0
