livingSpaceRange,livingSpace,noRoomsRange,noRooms,yearConstructedRange,yearConstructed,regio1_numeric,big_city,baseRent
3,69.53,2,2.0,1.0,1900.0,15,1,834.36
2,53.58,2,2.0,2.0,1958.0,4,1,428.64
3,71.35,3,3.0,2.0,1969.0,7,0,360.0
3,67.0,3,3.0,9.0,2016.0,15,1,938.0
3,72.0,2,2.0,1.0,1918.0,13,1,680.0
2,55.0,2,2.0,1.0,1935.0,4,0,274.85
4,89.04,4,4.0,2.0,1966.0,8,1,513.0
2,47.01,2,2.0,2.0,1965.0,1,0,343.0
5,119.0,3,3.0,9.0,2018.0,8,0,1030.0
2,50.56,2,2.0,9.0,2016.0,13,1,810.0
5,101.38,4,4.0,9.0,2018.0,4,1,1040.0
4,84.44,3,3.0,1.0,1903.0,4,1,345.0
3,74.1,3,3.0,1.0,1879.0,4,0,450.0
4,90.0,3,3.0,2.0,1956.0,8,1,1350.0
4,90.0,3,3.0,5.0,1995.0,8,0,630.0
4,100.44,5,5.0,5.0,1995.0,8,0,505.53
2,44.85,2,2.0,1.0,1930.0,4,1,264.0
1,28.0,1,1.0,2.0,1963.0,8,1,495.0
4,100.0,2,2.5,1.0,1910.0,8,1,570.0
3,66.1,3,3.0,1.0,1935.0,4,0,330.5
3,65.7,3,3.5,2.0,1960.0,4,0,341.64
2,53.0,2,2.0,2.0,1955.0,8,0,254.4
2,47.34,2,2.0,2.0,1963.0,1,0,237.0
2,48.0,2,2.0,1.0,1950.0,8,1,450.0
2,51.0,2,2.0,5.0,1993.0,8,1,399.0
4,94.0,2,2.0,2.0,1956.0,12,1,1580.0
3,70.0,2,2.0,4.0,1983.0,7,1,800.0
3,70.0,2,2.5,2.0,1965.0,7,0,440.0
3,70.0,3,3.0,4.0,1986.0,13,1,850.0
2,54.5,3,3.0,2.0,1954.0,8,1,389.0
7,184.0,5,7.0,2.0,1962.0,8,1,1080.0
1,26.5,1,1.0,4.0,1990.0,8,1,280.0
4,97.0,3,3.0,9.0,2019.0,7,1,690.0
3,65.5,2,2.0,9.0,2019.0,7,1,711.5
2,59.71,2,2.0,3.0,1977.0,8,1,278.0
3,69.0,2,2.0,5.0,1998.0,3,0,650.0
3,63.0,2,2.0,9.0,2018.0,15,1,1070.0
2,60.0,2,2.0,6.0,2002.0,4,1,250.0
4,91.0,3,3.0,3.0,1972.0,13,0,620.0
2,58.0,3,3.0,4.0,1984.0,4,0,260.0
4,83.0,2,2.5,3.0,1974.0,15,1,592.0
3,73.0,3,3.0,2.0,1961.0,8,0,480.0
3,62.57,2,2.0,8.0,2013.0,14,0,890.0
1,30.55,1,1.0,8.0,2014.0,13,1,505.69
6,122.35,5,5.0,9.0,2018.0,4,1,1128.68
3,64.0,3,3.0,9.0,2019.0,8,0,544.0
4,87.0,3,3.0,4.0,1984.0,12,0,540.0
4,90.0,3,3.0,9.0,2018.0,8,0,895.0
3,80.0,2,2.5,4.0,1990.0,8,0,700.0
3,69.06,3,3.0,3.0,1977.0,2,0,340.0
2,60.0,2,2.0,5.0,1996.0,4,1,270.0
2,47.99,2,2.0,2.0,1956.0,8,0,400.0
2,52.75,2,2.0,4.0,1990.0,2,0,184.62
4,86.0,3,3.0,7.0,2006.0,12,0,1150.0
5,102.16,3,3.0,1.0,1898.0,15,1,1275.45
3,72.4,3,3.0,1.0,1925.0,2,0,470.0
3,65.0,2,2.0,3.0,1973.0,13,1,1100.0
5,105.0,3,3.0,8.0,2014.0,14,0,1290.0
2,48.7,2,2.0,2.0,1964.0,4,1,278.0
3,75.32,2,2.0,1.0,1887.0,2,0,519.71
2,43.5,2,2.0,2.0,1957.0,4,0,178.0
2,41.0,1,1.0,1.0,1910.0,15,1,750.0
3,76.0,2,2.0,1.0,1910.0,13,0,770.0
3,61.44,3,3.0,2.0,1957.0,8,1,423.94
2,50.54,2,2.0,2.0,1968.0,4,1,329.0
3,62.93,3,3.0,3.0,1974.0,3,0,235.0
3,65.0,2,2.5,9.0,2017.0,10,0,675.0
4,93.5,3,3.0,5.0,1992.0,10,0,890.0
2,50.0,2,2.0,2.0,1968.0,13,0,200.0
1,31.0,1,1.0,3.0,1978.0,3,0,126.5
4,82.0,3,3.0,2.0,1962.0,14,0,795.0
2,48.62,2,2.0,4.0,1981.0,4,0,227.88
1,27.84,1,1.0,1.0,1900.0,5,0,168.0
2,45.76,2,2.0,4.0,1987.0,15,1,366.08
2,54.0,2,2.0,1.0,1934.0,5,0,270.0
2,52.46,3,3.0,1.0,1920.0,2,1,371.0
5,113.47,4,4.0,1.0,1875.0,4,1,998.54
3,80.0,2,2.0,9.0,2018.0,13,0,800.0
3,64.0,2,2.0,1.0,1926.0,4,1,320.0
2,58.11,3,3.0,3.0,1975.0,7,0,348.66
6,129.0,4,4.0,1.0,1897.0,15,1,1300.0
2,46.77,2,2.0,2.0,1968.0,4,1,234.0
3,63.9,2,2.0,5.0,1995.0,4,0,335.0
2,52.79,1,1.0,5.0,2000.0,8,1,455.0
2,59.23,2,2.0,2.0,1961.0,4,1,355.0
2,52.0,2,2.0,2.0,1966.0,2,0,300.0
1,36.1,1,1.0,4.0,1981.0,4,0,148.0
3,63.0,2,2.0,1.0,1900.0,15,1,797.32
2,42.0,1,1.0,2.0,1956.0,15,1,680.0
5,111.18,4,4.0,9.0,2017.0,9,1,1678.05
3,76.27,4,4.0,4.0,1981.0,5,0,390.0
1,35.0,2,2.0,1.0,1910.0,8,0,340.0
3,66.5,3,3.0,1.0,1930.0,1,0,333.0
6,133.0,4,4.0,1.0,1889.0,13,0,1000.0
3,62.0,2,2.5,8.0,2014.0,14,0,650.0
5,120.0,3,3.0,9.0,2018.0,15,1,2990.0
3,77.04,3,3.5,2.0,1960.0,8,1,409.0
6,135.8,2,2.0,6.0,2001.0,14,1,2190.0
4,92.0,2,2.0,7.0,2006.0,12,1,1590.0
4,83.0,2,2.0,6.0,2005.0,1,0,470.0
4,86.0,4,4.0,1.0,1910.0,8,1,590.0
4,100.8,4,4.0,9.0,2016.0,13,0,1050.0
4,88.47,4,4.0,2.0,1968.0,1,0,487.0
4,95.0,2,2.0,1.0,1939.0,8,1,990.0
2,57.7,2,2.0,6.0,2004.0,11,1,680.0
3,74.0,3,3.0,9.0,2018.0,12,0,1000.0
3,66.7,3,3.0,1.0,1929.0,1,0,366.0
3,70.0,2,2.0,9.0,2017.0,13,1,990.0
2,48.0,2,2.0,1.0,1902.0,4,0,235.0
3,75.73,3,3.0,5.0,1998.0,4,1,490.0
3,77.0,3,3.0,5.0,1996.0,4,1,590.0
3,66.3,2,2.5,2.0,1968.0,9,0,400.0
4,90.0,3,3.0,6.0,2004.0,8,0,650.0
2,43.44,2,2.0,2.0,1956.0,8,1,329.0
3,66.73,2,2.0,9.0,2018.0,11,0,800.0
1,27.0,1,1.0,3.0,1975.0,14,1,750.0
3,69.0,3,3.0,1.0,1910.0,8,1,490.0
4,96.0,3,3.0,1.0,1900.0,4,0,435.0
3,71.5,3,3.0,5.0,1997.0,4,0,350.0
2,48.25,2,2.0,4.0,1988.0,4,1,239.8
2,51.05,2,2.0,1.0,1904.0,1,0,280.77
3,61.0,2,2.0,2.0,1969.0,16,1,885.0
1,38.24,1,1.0,5.0,1995.0,4,1,275.33
3,78.94,3,3.0,1.0,1906.0,1,1,513.11
5,103.0,3,3.0,6.0,2002.0,8,0,950.0
3,64.65,2,2.0,2.0,1955.0,5,0,452.55
6,130.0,5,5.0,1.0,1865.0,13,1,2000.0
2,53.0,2,2.0,1.0,1898.0,15,1,400.0
2,53.66,2,2.0,9.0,2019.0,10,0,749.0
3,61.49,2,2.0,1.0,1910.0,15,1,810.0
3,62.0,3,3.0,2.0,1958.0,4,0,350.0
5,102.0,4,4.0,9.0,2019.0,12,0,1480.0
2,46.37,2,2.0,1.0,1928.0,1,1,246.0
3,69.6,2,2.0,9.0,2018.0,16,1,1280.0
2,45.5,2,2.0,1.0,1930.0,14,1,395.58
3,70.2,3,3.0,1.0,1910.0,4,1,351.0
2,56.25,3,3.0,4.0,1985.0,1,0,270.0
6,121.37,4,4.0,4.0,1990.0,4,0,879.93
1,28.0,1,1.0,3.0,1975.0,8,1,378.0
3,78.5,3,3.0,1.0,1900.0,4,1,785.0
3,70.0,2,2.0,5.0,1999.0,14,1,2500.0
2,49.0,2,2.0,2.0,1960.0,8,1,308.7
2,50.0,2,2.0,1.0,1900.0,8,1,590.0
2,54.95,2,2.5,1.0,1927.0,8,1,352.0
3,72.2,3,3.0,2.0,1970.0,8,0,577.6
5,114.0,4,4.5,8.0,2013.0,11,1,2477.0
2,59.4,2,2.0,1.0,1800.0,3,0,386.1
5,120.0,4,4.0,1.0,1914.0,14,1,2450.0
1,31.5,2,2.0,5.0,1999.0,4,0,155.9
3,62.0,2,2.0,5.0,1998.0,14,0,920.0
3,75.0,2,2.0,4.0,1986.0,15,1,685.0
2,41.0,1,1.0,4.0,1988.0,5,0,300.0
4,82.0,4,4.0,2.0,1963.0,8,0,533.0
3,80.0,3,3.0,1.0,1950.0,14,1,1395.0
2,55.7,3,3.0,1.0,1927.0,4,0,268.0
4,93.03,3,3.0,1.0,1890.0,15,1,783.0
4,97.0,4,4.0,3.0,1971.0,12,0,580.0
2,45.0,2,2.0,1.0,1890.0,8,1,335.0
4,100.79,4,4.0,9.0,2016.0,12,0,1220.0
5,101.0,4,4.0,5.0,1993.0,12,0,840.0
3,73.5,3,3.0,6.0,2003.0,4,1,400.0
3,75.0,2,2.0,4.0,1986.0,8,1,599.0
1,35.61,2,2.0,5.0,1997.0,1,0,192.29
2,54.0,2,2.0,1.0,1880.0,4,0,280.0
1,27.2,1,1.0,2.0,1969.0,1,0,260.0
1,25.1,1,1.0,9.0,2018.0,15,1,580.0
2,41.25,2,2.0,9.0,2018.0,15,1,396.0
4,82.0,3,3.5,3.0,1975.0,8,0,530.0
3,73.24,2,2.0,2.0,1959.0,5,0,454.09
2,43.0,2,2.0,9.0,2018.0,5,0,537.5
3,74.0,3,3.0,1.0,1920.0,4,0,335.0
4,81.79,4,4.0,2.0,1957.0,8,1,317.47
5,101.06,4,4.0,9.0,2019.0,4,1,1085.0
4,83.14,3,3.0,8.0,2014.0,15,1,1048.0
3,67.66,3,3.0,2.0,1967.0,8,1,509.24
3,74.23,3,3.0,5.0,1996.0,4,0,486.0
2,42.0,1,1.0,2.0,1953.0,14,1,475.0
4,93.0,3,3.0,3.0,1976.0,11,0,950.0
3,70.0,2,2.0,1.0,1850.0,7,1,875.0
4,92.0,4,4.0,3.0,1973.0,8,1,784.0
3,67.8,4,4.0,2.0,1958.0,1,0,329.0
3,67.0,2,2.5,3.0,1977.0,12,1,860.0
4,89.24,4,4.5,2.0,1958.0,10,0,500.0
3,71.0,2,2.5,2.0,1965.0,8,1,280.0
3,68.0,3,3.0,2.0,1965.0,12,0,1010.0
7,152.0,3,3.0,6.0,2002.0,13,1,2300.0
2,57.51,3,3.0,3.0,1971.0,1,0,230.0
2,48.22,1,1.5,9.0,2019.0,4,1,520.78
4,90.0,4,4.0,2.0,1968.0,14,0,650.0
2,49.01,2,2.0,2.0,1970.0,4,0,270.0
2,59.56,2,2.0,5.0,1995.0,2,0,277.0
5,107.5,4,4.0,1.0,1905.0,4,1,806.25
4,82.2,3,3.0,4.0,1989.0,1,1,698.7
6,144.0,4,4.0,3.0,1977.0,8,1,1350.0
2,41.0,2,2.0,4.0,1989.0,4,1,185.0
3,72.0,3,3.0,2.0,1960.0,7,1,445.0
3,73.0,3,3.0,2.0,1960.0,8,1,520.0
5,105.0,3,3.0,9.0,2018.0,7,0,895.0
4,90.0,3,3.0,1.0,1907.0,8,0,590.0
1,25.0,1,1.0,2.0,1958.0,8,1,520.0
2,49.59,2,2.0,5.0,1996.0,1,1,350.0
1,22.91,1,1.0,9.0,2017.0,14,1,447.0
2,50.58,1,1.0,1.0,1906.0,4,0,328.77
4,81.0,3,3.5,2.0,1964.0,8,1,499.0
3,63.0,2,2.0,1.0,1910.0,4,1,255.0
1,20.0,1,1.0,3.0,1972.0,8,1,240.0
2,54.97,2,2.0,5.0,1994.0,4,0,310.0
4,85.0,3,3.0,3.0,1973.0,8,1,715.0
2,60.45,3,3.0,3.0,1971.0,2,0,314.34
4,100.0,3,3.0,4.0,1981.0,11,1,950.0
2,50.41,2,2.0,3.0,1972.0,11,0,378.08
2,59.43,2,2.0,1.0,1850.0,4,0,315.0
1,20.0,1,1.0,8.0,2015.0,7,1,432.0
4,92.0,5,5.0,5.0,1995.0,8,1,520.0
2,60.76,2,2.0,1.0,1905.0,15,1,1094.0
1,40.47,1,1.0,2.0,1952.0,8,1,344.0
4,97.91,4,4.0,5.0,1994.0,8,0,798.0
2,42.76,2,2.0,1.0,1939.0,15,1,394.46
3,67.0,3,3.0,1.0,1900.0,4,1,500.0
3,75.0,3,3.0,9.0,2018.0,15,1,822.0
3,74.59,3,3.0,2.0,1967.0,8,0,604.2
4,90.21,3,3.0,9.0,2020.0,15,1,1443.28
4,87.0,3,3.5,8.0,2013.0,13,0,850.0
5,120.0,4,4.0,5.0,1995.0,7,0,900.0
1,40.3,1,1.5,1.0,1930.0,4,1,210.0
7,189.0,5,6.0,2.0,1966.0,8,1,1500.0
3,62.97,2,2.0,1.0,1910.0,4,1,375.0
7,280.0,1,1.0,9.0,2016.0,12,0,550.0
6,130.5,4,4.0,9.0,2019.0,5,1,1900.0
5,120.0,4,4.0,1.0,1920.0,12,0,780.0
3,72.16,3,3.0,1.0,1935.0,4,1,499.0
5,110.0,3,3.0,2.0,1954.0,8,1,1180.0
3,69.0,2,2.0,9.0,2017.0,7,0,725.0
2,56.94,2,2.0,3.0,1974.0,2,0,296.09
3,63.0,2,2.0,1.0,1898.0,4,0,320.0
2,55.0,2,2.0,1.0,1950.0,8,0,270.0
3,77.3,3,3.0,1.0,1900.0,4,1,676.5
4,88.0,4,4.0,1.0,1922.0,8,0,445.0
2,56.5,2,2.5,2.0,1955.0,8,1,339.0
4,82.0,3,3.0,1.0,1900.0,4,0,450.0
2,47.56,2,2.0,2.0,1962.0,10,0,380.0
2,47.0,2,2.0,1.0,1906.0,4,0,195.0
3,70.27,3,3.0,2.0,1954.0,10,0,550.0
1,40.0,1,1.0,2.0,1970.0,12,0,950.0
2,47.0,2,2.0,2.0,1955.0,8,1,565.0
3,80.29,2,2.0,4.0,1984.0,8,1,630.0
5,120.0,3,3.0,8.0,2015.0,13,0,1450.0
3,70.0,2,2.0,7.0,2008.0,14,0,710.0
4,92.0,3,3.0,2.0,1960.0,12,0,980.0
2,59.0,2,2.0,2.0,1962.0,7,0,324.5
3,66.12,2,2.0,1.0,1920.0,1,1,370.0
3,72.0,2,2.0,5.0,1993.0,13,0,750.0
2,55.61,2,2.0,1.0,1904.0,4,1,299.0
3,80.0,3,3.0,3.0,1975.0,8,1,416.0
3,75.0,2,2.0,7.0,2009.0,3,0,760.0
2,54.0,2,2.0,4.0,1988.0,8,0,264.14
3,74.0,3,3.0,3.0,1974.0,8,1,403.3
2,60.0,3,3.0,4.0,1984.0,3,0,289.0
2,41.7,2,2.0,1.0,1929.0,4,1,238.0
3,70.0,2,2.0,5.0,1992.0,16,1,640.5
1,32.0,1,1.0,2.0,1956.0,8,1,649.0
3,62.97,3,3.0,1.0,1911.0,4,1,530.0
1,40.0,1,1.5,3.0,1975.0,13,0,500.0
3,79.78,4,4.0,5.0,1998.0,9,0,456.0
3,80.0,3,3.0,2.0,1961.0,7,0,495.0
1,21.6,1,1.0,9.0,2017.0,14,1,345.0
3,63.0,3,3.0,5.0,1997.0,11,1,660.0
7,200.0,2,2.0,7.0,2007.0,8,1,2950.0
5,103.65,4,4.0,1.0,1905.0,4,1,675.0
4,90.21,2,2.0,4.0,1981.0,4,1,541.0
5,119.5,3,3.0,4.0,1990.0,14,0,900.0
1,21.6,1,1.0,5.0,1995.0,4,1,274.0
5,120.0,3,3.0,1.0,1850.0,16,1,2700.0
3,61.22,3,3.0,4.0,1988.0,4,1,342.83
1,34.68,2,2.0,2.0,1969.0,7,0,347.0
2,56.85,3,3.0,3.0,1977.0,4,0,256.0
5,116.0,2,2.0,7.0,2007.0,15,1,1890.0
2,45.4,1,1.0,5.0,1996.0,2,0,210.79
3,67.12,2,2.5,5.0,1998.0,8,1,490.0
4,89.13,3,3.0,8.0,2014.0,5,1,1069.56
3,62.0,2,2.0,3.0,1974.0,8,1,510.0
3,70.0,3,3.0,1.0,1928.0,8,0,320.0
2,41.5,2,2.0,4.0,1983.0,4,0,177.62
4,91.7,3,3.0,8.0,2011.0,14,0,700.0
2,56.0,2,2.5,1.0,1950.0,8,1,290.0
3,77.0,3,3.0,5.0,1993.0,13,0,550.0
3,68.0,3,3.0,1.0,1910.0,4,1,315.0
2,55.0,2,2.0,1.0,1900.0,4,0,280.0
2,49.0,2,2.0,1.0,1850.0,1,0,293.0
1,31.72,1,1.0,8.0,2011.0,12,1,400.0
3,79.0,2,2.5,2.0,1952.0,13,1,1750.0
1,38.0,1,1.0,1.0,1929.0,8,1,310.0
3,61.1,3,3.0,3.0,1971.0,5,0,385.0
2,60.1,3,3.0,2.0,1963.0,4,0,300.5
4,87.12,1,1.5,6.0,2003.0,13,1,1612.0
5,118.0,3,3.0,1.0,1911.0,8,0,800.0
3,64.52,3,3.0,1.0,1939.0,1,1,419.38
3,62.0,2,2.0,9.0,2017.0,15,1,744.0
5,116.81,4,4.0,9.0,2019.0,15,1,1640.0
2,58.78,2,2.0,5.0,1997.0,8,0,590.0
5,106.64,4,4.0,9.0,2019.0,16,1,1700.0
2,60.26,3,3.0,1.0,1940.0,7,0,361.56
5,119.0,3,3.0,9.0,2018.0,8,0,1320.0
3,64.27,2,2.0,5.0,1992.0,15,1,587.43
4,87.0,3,3.0,1.0,1910.0,4,1,465.0
6,133.0,3,3.0,9.0,2019.0,8,1,2400.0
3,68.0,2,2.0,5.0,1995.0,4,0,370.0
3,80.0,3,3.0,1.0,1900.0,4,1,400.0
3,65.22,2,2.0,1.0,1909.0,4,1,355.0
2,45.0,1,1.0,3.0,1975.0,8,1,568.52
3,68.0,2,2.0,1.0,1878.0,1,1,476.0
3,69.66,2,2.5,9.0,2019.0,8,1,878.0
5,104.0,4,4.0,1.0,1890.0,8,0,680.0
2,43.75,2,2.0,1.0,1931.0,1,0,282.0
2,52.02,2,2.0,2.0,1965.0,7,0,260.0
5,108.78,3,3.5,8.0,2014.0,16,1,1470.91
2,55.85,2,2.0,9.0,2019.0,15,1,1005.3
4,81.0,2,2.5,1.0,1930.0,1,1,499.0
2,48.0,2,2.0,3.0,1974.0,2,0,210.0
2,45.0,2,2.0,1.0,1900.0,3,1,450.0
2,54.08,2,2.0,4.0,1982.0,8,1,243.9
3,63.0,3,3.0,2.0,1954.0,4,1,310.0
3,68.25,3,3.0,4.0,1987.0,4,0,310.0
3,70.0,3,3.0,1.0,1900.0,1,0,370.0
5,120.0,5,5.0,1.0,1920.0,8,0,590.0
2,45.28,2,2.0,2.0,1969.0,1,1,236.0
4,94.0,3,3.0,9.0,2018.0,4,1,921.2
6,125.0,3,3.0,4.0,1984.0,14,0,875.0
4,85.0,2,2.0,9.0,2018.0,11,0,690.0
3,64.68,2,2.0,5.0,1992.0,1,0,423.0
3,68.0,2,2.0,4.0,1990.0,7,0,350.0
3,61.49,2,2.0,5.0,1998.0,5,0,410.0
2,60.45,3,3.0,2.0,1967.0,3,0,299.23
1,23.0,1,1.0,1.0,1900.0,13,1,610.0
5,120.0,3,3.0,8.0,2013.0,8,0,950.0
1,32.0,1,1.0,3.0,1977.0,2,0,210.0
3,70.0,2,2.0,4.0,1988.0,8,0,490.0
2,59.39,3,3.0,2.0,1970.0,1,1,296.95
3,68.28,4,4.0,3.0,1978.0,4,0,320.0
2,55.0,2,2.0,2.0,1951.0,14,0,250.0
2,54.0,4,4.0,2.0,1952.0,8,1,380.0
4,84.0,2,2.0,5.0,2000.0,8,1,966.0
4,81.0,3,3.0,2.0,1970.0,8,1,750.0
3,73.0,3,3.0,3.0,1973.0,11,0,425.0
3,74.5,3,3.0,1.0,1920.0,8,0,625.0
4,90.0,3,3.5,2.0,1952.0,8,1,450.0
5,107.42,3,3.0,7.0,2009.0,8,1,1504.0
4,100.0,3,3.0,3.0,1976.0,13,0,850.0
2,55.0,2,2.0,1.0,1900.0,1,0,275.0
2,57.0,1,1.0,4.0,1982.0,12,0,484.5
5,114.72,5,6.0,4.0,1988.0,1,0,570.0
2,59.19,3,3.5,2.0,1955.0,8,1,462.0
6,138.03,4,4.5,1.0,1900.0,4,1,1187.06
6,124.5,3,3.0,5.0,1995.0,8,1,1250.0
3,73.0,2,2.0,3.0,1975.0,8,0,480.0
3,62.0,2,2.5,4.0,1984.0,4,1,480.0
2,47.37,2,2.0,3.0,1978.0,1,0,288.0
4,100.0,3,3.0,2.0,1961.0,10,0,950.0
3,68.24,2,2.0,9.0,2018.0,11,1,740.4
3,63.0,2,2.0,5.0,1996.0,8,1,550.0
1,30.0,1,1.0,1.0,1919.0,13,1,520.0
3,75.0,3,3.0,9.0,2018.0,8,0,690.0
2,49.48,2,2.0,1.0,1930.0,4,1,370.0
4,82.0,3,3.0,8.0,2014.0,11,0,610.0
2,47.48,2,2.0,3.0,1978.0,4,1,360.0
2,59.16,2,2.0,9.0,2018.0,8,1,590.0
3,64.16,2,2.0,5.0,1996.0,4,1,674.0
2,44.26,2,2.0,3.0,1977.0,2,0,210.0
4,92.48,3,3.0,5.0,1995.0,15,1,832.0
1,35.0,1,1.0,1.0,1895.0,4,1,295.0
1,38.2,1,1.0,9.0,2017.0,14,1,475.59
6,127.94,4,4.0,9.0,2018.0,4,1,1436.32
2,60.0,2,2.0,3.0,1975.0,8,0,620.0
5,120.0,5,5.0,7.0,2009.0,14,0,1150.0
3,67.28,3,3.0,1.0,1936.0,4,1,500.0
3,62.13,2,2.0,1.0,1930.0,10,0,380.0
2,46.28,2,2.0,2.0,1963.0,15,1,666.43
4,100.12,5,5.0,4.0,1985.0,1,0,509.0
3,67.0,2,2.0,8.0,2015.0,14,0,800.0
4,81.4,3,3.0,4.0,1982.0,7,0,430.0
1,31.0,1,1.0,1.0,1920.0,8,1,400.0
4,95.0,3,3.0,9.0,2018.0,8,0,1166.0
6,126.87,4,4.5,9.0,2019.0,4,1,1205.0
4,92.0,3,3.0,3.0,1979.0,14,0,650.0
2,60.81,3,3.0,3.0,1980.0,2,0,276.11
4,85.0,4,4.0,1.0,1900.0,5,0,640.0
3,61.6,3,3.0,4.0,1989.0,3,0,303.07
2,52.64,1,1.5,1.0,1924.0,1,0,342.0
2,50.2,2,2.0,1.0,1890.0,4,0,290.0
6,131.0,4,4.0,4.0,1990.0,15,1,1450.0
5,119.0,4,4.0,1.0,1900.0,8,1,740.0
3,75.21,2,2.0,9.0,2018.0,4,1,640.0
2,49.0,2,2.0,4.0,1989.0,1,0,196.0
4,90.0,3,3.0,9.0,2019.0,13,0,950.0
2,58.02,3,3.0,2.0,1966.0,5,0,330.6
6,134.0,4,4.0,6.0,2002.0,12,0,1050.0
3,72.0,2,2.5,2.0,1967.0,10,0,610.0
4,95.0,3,3.0,9.0,2016.0,10,0,810.0
3,67.22,3,3.0,2.0,1960.0,8,0,504.0
3,77.49,3,3.0,3.0,1979.0,7,0,620.0
2,50.0,2,2.0,1.0,1893.0,14,1,715.0
1,20.0,1,1.0,5.0,1994.0,11,1,210.0
3,62.44,3,3.0,4.0,1988.0,4,1,287.22
2,49.63,3,3.0,2.0,1956.0,7,1,443.2
3,61.42,2,2.0,9.0,2020.0,15,1,861.06
2,47.43,2,2.0,3.0,1976.0,4,1,294.07
2,53.7,2,2.0,9.0,2018.0,4,1,577.42
4,94.0,3,3.0,4.0,1990.0,8,1,1070.0
3,72.0,2,2.0,2.0,1956.0,14,1,795.0
3,77.0,3,3.5,3.0,1973.0,8,0,389.0
2,45.0,2,2.0,1.0,1938.0,8,1,260.0
5,105.0,3,3.0,2.0,1964.0,14,1,1870.0
3,70.0,3,3.0,2.0,1970.0,9,1,500.0
2,50.0,2,2.0,2.0,1966.0,4,0,330.0
3,66.51,2,2.0,7.0,2006.0,13,1,1350.0
3,67.0,2,2.0,5.0,1991.0,12,1,600.0
2,47.01,2,2.0,2.0,1965.0,1,0,343.0
2,49.0,2,2.0,3.0,1979.0,6,0,310.0
2,57.0,3,3.0,2.0,1965.0,2,0,342.0
3,68.4,2,2.0,2.0,1968.0,8,0,550.0
3,65.0,2,2.0,2.0,1970.0,8,1,400.0
4,84.1,3,3.0,9.0,2019.0,4,1,1128.89
2,51.2,2,2.0,2.0,1957.0,1,0,256.0
2,50.74,2,2.0,3.0,1976.0,1,0,248.0
2,47.21,2,2.0,2.0,1966.0,5,0,236.05
1,35.58,2,2.0,2.0,1953.0,8,1,245.5
4,95.0,3,3.0,9.0,2019.0,8,0,997.5
2,57.0,2,2.0,2.0,1962.0,11,1,740.0
2,60.0,3,3.0,2.0,1965.0,8,0,430.0
2,54.0,2,2.0,5.0,1991.0,8,0,500.0
4,88.14,3,3.5,9.0,2019.0,12,0,1000.0
3,72.4,3,3.0,2.0,1960.0,7,1,780.0
5,102.0,4,4.0,3.0,1979.0,8,1,1120.0
2,51.95,2,2.0,2.0,1957.0,16,1,650.0
3,66.91,2,2.2,1.0,1940.0,14,0,431.57
3,72.2,2,2.5,5.0,1995.0,1,0,433.2
3,70.0,2,2.0,2.0,1957.0,8,1,320.0
3,80.0,3,3.0,5.0,1996.0,14,0,830.0
3,68.39,3,3.0,2.0,1956.0,2,0,380.0
4,83.0,2,2.5,7.0,2008.0,8,0,760.0
2,47.47,2,2.0,3.0,1974.0,2,0,260.0
2,46.91,2,2.0,1.0,1935.0,4,1,430.0
4,81.81,2,2.0,9.0,2016.0,13,1,1199.0
1,36.74,1,1.0,9.0,2020.0,14,1,581.0
1,36.5,1,1.0,3.0,1980.0,4,0,240.0
5,107.76,3,3.0,9.0,2016.0,15,1,1715.54
3,63.0,2,2.0,1.0,1904.0,8,1,470.0
3,70.0,3,3.0,5.0,1996.0,12,0,560.0
2,54.0,2,2.0,4.0,1985.0,2,0,262.0
3,61.13,3,3.0,1.0,1938.0,4,0,335.0
3,75.0,3,3.0,2.0,1954.0,8,1,550.0
2,54.17,2,2.0,1.0,1914.0,1,1,281.68
7,172.44,4,4.5,1.0,1923.0,4,0,1000.0
3,72.07,4,4.0,3.0,1978.0,5,0,396.39
1,24.6,1,1.0,8.0,2012.0,3,0,280.0
4,96.78,3,3.0,5.0,1996.0,3,1,755.0
2,42.13,2,2.0,4.0,1984.0,5,0,230.0
2,48.0,2,2.0,1.0,1900.0,1,0,248.0
4,83.0,3,3.0,3.0,1977.0,8,1,610.0
2,59.9,3,3.0,2.0,1960.0,4,0,341.43
1,34.0,2,2.0,4.0,1984.0,14,0,420.0
4,96.69,3,3.0,5.0,2000.0,15,1,1400.0
2,52.53,2,2.0,1.0,1937.0,1,0,240.0
5,114.0,3,3.0,9.0,2019.0,14,1,4200.0
3,62.0,3,3.0,4.0,1984.0,12,0,455.0
3,70.0,2,2.5,4.0,1984.0,8,0,489.0
6,140.0,4,4.5,9.0,2018.0,13,1,2200.0
5,120.0,2,2.0,6.0,2002.0,8,1,1850.0
5,114.58,4,4.5,4.0,1990.0,12,0,890.0
2,47.0,2,2.0,5.0,1999.0,3,0,400.0
1,32.98,1,1.0,4.0,1987.0,7,0,345.0
2,52.8,2,2.0,2.0,1960.0,4,0,289.0
7,153.0,5,5.0,1.0,1920.0,2,0,785.0
3,80.0,3,3.0,6.0,2005.0,13,1,950.0
2,57.7,3,3.0,2.0,1961.0,4,0,270.0
2,56.0,2,2.0,1.0,1928.0,4,0,385.0
4,95.0,3,3.0,5.0,1992.0,11,0,750.0
3,64.56,2,2.0,2.0,1967.0,8,1,390.58
